commit_hash,file_path,change_type,insertions,deletions,lines,nloc,complexity,token_count
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_inet_pton.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_init_options.3,MODIFY,9,2,11,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_library_cleanup.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_library_init.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_library_init_android.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_library_initialized.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_mkquery.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_a_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_aaaa_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_caa_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_mx_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_naptr_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_ns_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_ptr_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_soa_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_srv_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_txt_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_parse_uri_reply.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_process.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_query.3,MODIFY,4,13,17,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_save_options.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_search.3,MODIFY,3,13,16,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_send.3,MODIFY,4,0,4,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_set_local_dev.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_set_local_ip4.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_set_local_ip6.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_set_servers.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_set_servers_csv.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_set_sortlist.3,MODIFY,0,12,12,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_strerror.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_threadsafety.3,MODIFY,1,1,2,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_timeout.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\docs\ares_version.3,MODIFY,0,13,13,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\include\ares.h,MODIFY,51,25,76,387.0,0.0,2191.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\include\ares_dns_record.h,MODIFY,12,6,18,321.0,0.0,1890.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\include\ares_version.h,MODIFY,2,2,4,0.0,0.0,0.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\libcares.pc.in,MODIFY,1,1,2,,,
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares__buf.c,MODIFY,1,1,2,865.0,270.0,4610.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares__htable.c,MODIFY,5,5,10,293.0,67.0,1749.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares__htable.h,MODIFY,2,1,3,23.0,0.0,196.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares__htable_asvp.c,MODIFY,5,4,9,163.0,34.0,768.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares__htable_asvp.h,MODIFY,12,11,23,17.0,0.0,114.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares__read_line.c,MODIFY,8,0,8,44.0,11.0,246.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares__socket.c,MODIFY,6,3,9,307.0,95.0,1987.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares__threads.c,MODIFY,286,6,292,456.0,106.0,2054.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares__threads.h,MODIFY,15,0,15,23.0,0.0,154.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_cancel.c,MODIFY,3,0,3,38.0,5.0,194.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_destroy.c,MODIFY,2,0,2,72.0,10.0,425.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_dns_parse.c,MODIFY,9,3,12,876.0,196.0,4570.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_event_epoll.c,MODIFY,15,15,30,133.0,25.0,774.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_event_poll.c,MODIFY,3,2,5,90.0,19.0,473.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_event_select.c,MODIFY,2,1,3,99.0,19.0,503.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_event_thread.c,MODIFY,16,11,27,293.0,82.0,1537.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_event_wake_pipe.c,MODIFY,4,4,8,100.0,23.0,581.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_getnameinfo.c,MODIFY,4,4,8,300.0,67.0,2023.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_init.c,MODIFY,12,4,16,390.0,88.0,2061.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_options.c,MODIFY,4,2,6,350.0,99.0,2039.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_private.h,MODIFY,17,4,21,304.0,0.0,1771.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_process.c,MODIFY,17,11,28,760.0,165.0,4375.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_send.c,MODIFY,19,2,21,107.0,19.0,712.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_strerror.c,MODIFY,2,0,2,64.0,28.0,195.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\lib\ares_sysconfig.c,MODIFY,1,0,1,710.0,172.0,4223.0
3b96741169a2345fbd189de7449c9cc6cdd126d7,deps\cares\src\tools\adig.c,MODIFY,2,2,4,778.0,164.0,4365.0
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\CHANGELOG.md,MODIFY,51,0,51,,,
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\README.md,MODIFY,38,14,52,,,
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\dist\corepack.js,MODIFY,1,0,1,3.0,0.0,28.0
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\dist\lib\corepack.cjs,MODIFY,14105,33274,47379,,,
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\dist\npm.js,MODIFY,1,0,1,3.0,0.0,32.0
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\dist\npx.js,MODIFY,1,0,1,3.0,0.0,32.0
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\dist\pnpm.js,MODIFY,1,0,1,3.0,0.0,32.0
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\dist\pnpx.js,MODIFY,1,0,1,3.0,0.0,32.0
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\dist\yarn.js,MODIFY,1,0,1,3.0,0.0,32.0
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\dist\yarnpkg.js,MODIFY,1,0,1,3.0,0.0,32.0
db070ee89e5c808dcecfa03f95ef0d9652f4b3a4,deps\corepack\package.json,MODIFY,6,8,14,,,
765baa7a0b66921be00d6b4d104711f8d5e30caa,test\parallel\test-bootstrap-modules.js,MODIFY,5,0,5,210.0,5.0,905.0
1353a7b1f76505ba51c24a0842a17a2b7157ffab,test\parallel\test-debugger-profile.js,MODIFY,8,1,9,37.0,4.0,235.0
13f66c24dafc78f572d7a789f5e6b9881a32f838,src\node_root_certs.h,MODIFY,47,20,67,3278.0,0.0,3425.0
13f66c24dafc78f572d7a789f5e6b9881a32f838,tools\certdata.txt,MODIFY,875,133,1008,,,
bac55f703433add9255e4360469755beaee3bf61,deps\simdjson\simdjson.cpp,MODIFY,21927,21888,43815,22301.0,5606.0,199788.0
bac55f703433add9255e4360469755beaee3bf61,deps\simdjson\simdjson.h,MODIFY,2763,1711,4474,44401.0,12368.0,405190.0
a4dd041400c1c8b3d0efa333c25c125be035f70f,test\parallel\test-http2-large-write-multiple-requests.js,MODIFY,16,2,18,43.0,7.0,310.0
9ac98b1a663d522008db6c0a072381892644176b,lib\internal\fs\utils.js,MODIFY,5,1,6,859.0,202.0,4950.0
9ac98b1a663d522008db6c0a072381892644176b,lib\internal\util.js,MODIFY,4,5,9,727.0,197.0,3780.0
fc0f2cf4750aea865e6260c67c3ac974788f2782,lib\internal\modules\esm\translators.js,MODIFY,13,6,19,402.0,96.0,2508.0
fc0f2cf4750aea865e6260c67c3ac974788f2782,lib\internal\source_map\source_map_cache.js,MODIFY,2,0,2,275.0,55.0,1486.0
fc0f2cf4750aea865e6260c67c3ac974788f2782,src\module_wrap.cc,MODIFY,7,0,7,695.0,95.0,5372.0
fc0f2cf4750aea865e6260c67c3ac974788f2782,test\es-module\test-esm-source-map.mjs,ADD,96,0,96,,,
fc0f2cf4750aea865e6260c67c3ac974788f2782,test\fixtures\source-map\extract-url\cjs-url-in-middle.js,ADD,5,0,5,2.0,0.0,14.0
fc0f2cf4750aea865e6260c67c3ac974788f2782,test\fixtures\source-map\extract-url\cjs-url-in-string.js,ADD,5,0,5,4.0,0.0,8.0
fc0f2cf4750aea865e6260c67c3ac974788f2782,test\fixtures\source-map\extract-url\esm-url-in-middle.mjs,ADD,5,0,5,,,
fc0f2cf4750aea865e6260c67c3ac974788f2782,test\fixtures\source-map\extract-url\esm-url-in-string.mjs,ADD,5,0,5,,,
455644582d2999728102989a93cf6b740e931418,doc\api\util.md,MODIFY,37,0,37,,,
455644582d2999728102989a93cf6b740e931418,lib\util.js,MODIFY,16,0,16,329.0,57.0,1534.0
455644582d2999728102989a93cf6b740e931418,test\parallel\test-util-styletext.js,ADD,35,0,35,32.0,5.0,158.0
03506093a928ff89f3cdb3f7676f6c699011701d,deps\ngtcp2\ngtcp2\lib\includes\ngtcp2\version.h,MODIFY,2,2,4,0.0,0.0,0.0
03506093a928ff89f3cdb3f7676f6c699011701d,deps\ngtcp2\ngtcp2\lib\ngtcp2_buf.h,MODIFY,1,1,2,19.0,0.0,105.0
03506093a928ff89f3cdb3f7676f6c699011701d,deps\ngtcp2\ngtcp2\lib\ngtcp2_cc.c,MODIFY,17,33,50,439.0,71.0,2912.0
03506093a928ff89f3cdb3f7676f6c699011701d,deps\ngtcp2\ngtcp2\lib\ngtcp2_conn.c,MODIFY,33,30,63,9832.0,2371.0,63854.0
03506093a928ff89f3cdb3f7676f6c699011701d,deps\ngtcp2\ngtcp2\lib\ngtcp2_crypto.c,MODIFY,41,17,58,707.0,169.0,4194.0
03506093a928ff89f3cdb3f7676f6c699011701d,deps\ngtcp2\ngtcp2\lib\ngtcp2_rtb.c,MODIFY,44,10,54,1154.0,268.0,7483.0
03506093a928ff89f3cdb3f7676f6c699011701d,deps\ngtcp2\ngtcp2\lib\ngtcp2_strm.c,MODIFY,34,0,34,557.0,117.0,3928.0
03506093a928ff89f3cdb3f7676f6c699011701d,deps\ngtcp2\ngtcp2\lib\ngtcp2_strm.h,MODIFY,33,0,33,78.0,0.0,400.0
123dc51c6ca4ed7e8c0aebb553a22a1474b27e2e,doc\api\cli.md,MODIFY,1,1,2,,,
60f09c6278f73b177f6d3c9953406619632e27a3,src\env.h,MODIFY,3,0,3,794.0,20.0,5131.0
60f09c6278f73b177f6d3c9953406619632e27a3,src\node_snapshotable.cc,MODIFY,8,0,8,1213.0,173.0,8205.0
60f09c6278f73b177f6d3c9953406619632e27a3,test\parallel\test-snapshot-coverage.js,ADD,61,0,61,53.0,2.0,321.0
6cb8a60bcc535f5a73ef981bc5340a508b65c30d,lib\internal\test_runner\mock\mock_timers.js,MODIFY,29,1,30,612.0,60.0,2387.0
6cb8a60bcc535f5a73ef981bc5340a508b65c30d,test\parallel\test-runner-mock-timers.js,MODIFY,34,0,34,715.0,122.0,6508.0
60ce0783a25b5a54a76a5e82b44c19239cca5b03,lib\_http_server.js,MODIFY,1,0,1,925.0,220.0,5642.0
60ce0783a25b5a54a76a5e82b44c19239cca5b03,lib\https.js,MODIFY,1,0,1,256.0,64.0,1582.0
60ce0783a25b5a54a76a5e82b44c19239cca5b03,test\parallel\test-http-server.js,MODIFY,1,0,1,91.0,16.0,669.0
399654faf2d5cdf86080aadec347adb805cd2c16,lib\internal\event_target.js,MODIFY,1,1,2,846.0,211.0,4772.0
399654faf2d5cdf86080aadec347adb805cd2c16,test\parallel\test-eventtarget.js,MODIFY,7,0,7,623.0,54.0,4575.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\lib\api.js,MODIFY,29,1,30,19.0,0.0,116.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\lib\config\flat-config-schema.js,MODIFY,35,20,55,315.0,79.0,1710.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\lib\eslint\eslint.js,MODIFY,7,0,7,407.0,75.0,2219.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\lib\eslint\flat-eslint.js,MODIFY,17,4,21,617.0,128.0,3293.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\lib\options.js,MODIFY,1,1,2,312.0,1.0,947.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\lib\rule-tester\flat-rule-tester.js,MODIFY,10,1,11,672.0,147.0,3895.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\core\lib\gensync-utils\functional.js,MODIFY,41,16,57,55.0,8.0,261.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\core\lib\index.js,MODIFY,1,1,2,239.0,40.0,1196.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\core\package.json,MODIFY,8,8,16,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\analyze-scope.cjs,MODIFY,26,8,34,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\client.cjs,MODIFY,26,14,40,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\configuration.cjs,MODIFY,3,1,4,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\convert\convertAST.cjs,MODIFY,12,7,19,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\convert\convertComments.cjs,MODIFY,4,8,12,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\convert\convertTokens.cjs,MODIFY,36,36,72,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\convert\index.cjs,MODIFY,11,4,15,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\experimental-worker.cjs,MODIFY,14,11,25,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\index.cjs,MODIFY,17,14,31,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\parse.cjs,MODIFY,3,3,6,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\utils\eslint-version.cjs,MODIFY,2,0,2,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\worker\ast-info.cjs,MODIFY,13,5,18,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\worker\babel-core.cjs,MODIFY,3,0,3,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\worker\configuration.cjs,MODIFY,20,7,27,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\worker\extract-parser-options-plugin.cjs,MODIFY,2,0,2,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\worker\handle-message.cjs,MODIFY,15,18,33,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\worker\index.cjs,MODIFY,4,4,8,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\lib\worker\maybeParse.cjs,MODIFY,8,5,13,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\eslint-parser\package.json,MODIFY,5,2,7,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\lib\helpers-generated.js,MODIFY,6,2,8,46.0,1.0,357.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\lib\helpers.js,MODIFY,43,90,133,1674.0,1.0,886.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\lib\helpers\applyDecs2305.js,MODIFY,12,10,22,232.0,74.0,1683.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\lib\helpers\callSuper.js,ADD,15,0,15,12.0,3.0,109.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\lib\helpers\construct.js,ADD,20,0,20,17.0,3.0,129.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\lib\helpers\dispose.js,MODIFY,4,4,8,44.0,11.0,251.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\lib\helpers\isNativeReflectConstruct.js,ADD,16,0,16,13.0,4.0,89.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\lib\helpers\usingCtx.js,ADD,68,0,68,65.0,20.0,365.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\package.json,MODIFY,5,5,10,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\helpers\scripts\generate-helpers.js,MODIFY,1,0,1,103.0,8.0,474.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\parser\lib\index.js,MODIFY,554,1034,1588,13978.0,1658.0,93406.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\parser\package.json,MODIFY,1,1,2,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\template\lib\formatters.js,MODIFY,5,10,15,58.0,18.0,333.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\template\lib\index.js,MODIFY,6,12,18,20.0,0.0,197.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\template\package.json,MODIFY,4,4,8,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\traverse\lib\path\inference\util.js,MODIFY,2,2,4,27.0,7.0,118.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\traverse\lib\path\removal.js,MODIFY,4,2,6,63.0,16.0,393.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\traverse\package.json,MODIFY,4,4,8,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\types\lib\builders\generated\index.js,MODIFY,1,2,3,1988.0,254.0,9117.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\types\lib\definitions\core.js,MODIFY,0,3,3,1686.0,104.0,11762.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\types\lib\index.js.flow,MODIFY,0,1,1,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@babel\types\package.json,MODIFY,2,2,4,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@es-joy\jsdoccomment\.ncurc.js,ADD,8,0,8,6.0,0.0,14.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@es-joy\jsdoccomment\dist\index.cjs.cjs,MODIFY,25,9,34,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@es-joy\jsdoccomment\package.json,MODIFY,31,32,63,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@es-joy\jsdoccomment\src\index.js,MODIFY,2,0,2,9.0,0.0,65.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@es-joy\jsdoccomment\src\parseComment.js,MODIFY,27,8,35,106.0,17.0,562.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@eslint\js\package.json,MODIFY,1,1,2,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@humanwhocodes\config-array\api.js,MODIFY,1,32,33,489.0,125.0,2801.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@humanwhocodes\config-array\package.json,MODIFY,4,4,8,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@humanwhocodes\object-schema\package.json,MODIFY,1,1,2,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@humanwhocodes\object-schema\src\object-schema.js,MODIFY,8,8,16,146.0,47.0,925.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@jridgewell\gen-mapping\dist\gen-mapping.mjs,MODIFY,99,114,213,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@jridgewell\gen-mapping\dist\gen-mapping.umd.js,MODIFY,108,114,222,179.0,62.0,1577.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@jridgewell\gen-mapping\package.json,MODIFY,5,6,11,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@jridgewell\resolve-uri\dist\resolve-uri.mjs,MODIFY,19,29,48,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@jridgewell\resolve-uri\dist\resolve-uri.umd.js,MODIFY,19,29,48,176.0,70.0,1086.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@jridgewell\resolve-uri\package.json,MODIFY,1,1,2,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@jridgewell\trace-mapping\dist\trace-mapping.mjs,MODIFY,165,164,329,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@jridgewell\trace-mapping\dist\trace-mapping.umd.js,MODIFY,179,173,352,453.0,145.0,3472.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\@jridgewell\trace-mapping\package.json,MODIFY,20,18,38,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\acorn\dist\acorn.js,MODIFY,9,8,17,4566.0,1971.0,40348.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\acorn\dist\acorn.mjs,MODIFY,9,8,17,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\acorn\package.json,MODIFY,1,1,2,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\browserslist\index.js,MODIFY,1,1,2,1120.0,286.0,6895.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\browserslist\node.js,MODIFY,11,1,12,364.0,73.0,2248.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\browserslist\package.json,MODIFY,3,3,6,,,
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\caniuse-lite\data\agents.js,MODIFY,1,1,2,1.0,0.0,10110.0
6bb7c4d916e797dfb1624de9f9848cd25193248e,tools\node_modules\eslint\node_modules\caniuse-lite\data\browserVersions.js,MODIFY,1,1,2,1.0,0.0,838.0
